# pedestrianID x y
1 637.4118329466357 575.0951276102088
2 631.3201856148492 557.5870069605569
3 465.00928074245945 270.0046403712297
4 508.01738605376715 298.7192627307556
5 546.7389791183296 346.5568445475638
6 694.6064561966813 221.02874654468258
7 509.96055684454757 262.5522041763341
9 562.1832946635732 172.42691415313226
10 643.8700696055685 147.22041763341068
11 342.8619489559165 85.36426914153132
12 340.8422273781903 70.91879350348029
30 251.68561484918797 127.61484918793502
34 536.5197215777263 138.0742459396752
35 537.8897911832947 127.61484918793502
36 567.7749419953597 185.4756380510441
37 601.2575406032483 237.05336426914153
49 143.31756223976893 691.8989037234769
69 473.9526633356244 680.7222737213198
72 723.6675129112189 267.47679077943104
79 155.44895591647335 647.401392111369
80 77.31209898300709 311.4947761804094
83 592.8781902552205 224.6450116009281
84 313.062645011601 6.08352668213457
86 457.75058004640374 253.34106728538285
89 621.8573085846867 158.10208816705335
90 781.6274808258244 1227.8662151821354
91 235.0498839907193 62.01856148491879
96 731.7528224152741 268.9937376473903
97 493.75174013921117 452.74245939675177
100 643.5692140004301 11.716498324113244
108 183.17094769507824 636.5082781110902
111 495.57262885442265 45.9405856773641
112 279.7807424593968 17.670533642691414
114 268.01812029482625 25.633024972439014
118 492.2807424593968 308.3805104408353
120 247.97911832946642 557.5870069605569
121 263.1710591552001 76.2071166076097
122 263.0987876051127 372.83435362118746
123 407.292343387471 159.6751740139211
124 643.2920280935285 294.3593807581335
125 502.9870247892011 133.67635575509237
126 468.7053364269142 344.5058004640371
127 536.4122838272518 154.44352857711073
131 620.8247702539916 566.6343268408838
132 576.6579033261473 617.4572292695942
136 187.78478752778503 669.7546411831572
138 129.32960381299466 692.4313931992675
141 628.354530332694 12.886612869340825
146 731.9283974719257 266.08412762217387
147 445.401392111369 209.02552204176334
156 691.6589327146172 198.82134570765663
157 351.58818622884195 35.0601886017256
159 359.6635730858469 162.83526682134573
161 551.7064965197217 54.5707656612529
163 438.5208816705337 224.6450116009281
166 113.4211136890952 496.91415313225053
167 249.6252900232019 164.42227378190256
168 408.0440835266822 172.42691415313226
169 80.44663573085853 28.691415313225058
170 309.61444017226347 953.7243637724446
171 372.0962877030163 427.93503480278423
172 402.41262506142505 544.509702078594
173 434.65717094586677 496.1114319773338
174 414.18529413730136 540.5683566546619
202 109.88339194504144 15.784781814719116
219 725.5008313807247 277.0343362058082
233 438.39008252810385 546.5201922398696
237 711.5017134777102 483.6843850723456
243 290.9002320185615 12.334106728538282
245 -385.5796483969007 154.17010666471637
246 423.186263471117 289.20261809059247
247 310.5541317794477 -391.05368540483516
248 324.45251495368905 189.34827366383223
249 508.03480278422273 258.8538283062645
250 256.7354988399072 494.54756380510446
251 -207.7991395683405 405.9279828578908
253 351.1206496519722 73.50348027842227
